1,1,38406,16280,30308,16364,8015,0,52907,4386,217807,8594,338380
1,2,22199,16079,13962,10226,14091,0,25446,3130,6318,3040,76212
1,3,26608,4383,22649,4565,3776,0,22785,746,11682,2126,68330
1,4,1152,2903,451,1486,2118,0,3772,0,1429,457,9713
1,5,6333,1175,6067,963,478,0,3066,0,1476,452,12502
1,6,2253,228,1818,463,201,0,1325,0,144,0,3950
1,7,778,49,747,31,49,0,2054,0,0,55,2936
1,8,2943,500,1512,1764,166,0,3003,0,0,23,6469
1,9,452,35,452,35,0,0,339,0,0,0,826
1,10,217,0,217,0,0,0,463,0,464,43,1187
1,11,1281,0,910,371,0,0,96,0,176,0,1553
1,12,115,27,115,0,27,0,594,0,0,0,736
1,13,179,0,179,0,0,0,52,0,0,0,231
1,14,0,201,0,77,124,0,0,0,0,0,201
1,15,790,651,727,496,218,0,771,0,0,0,2212
1,16,330,168,330,88,80,0,1149,0,0,0,1647
1,17,405,162,243,323,0,0,1259,0,78,0,1904
1,18,5064,2130,3313,1885,1995,0,11486,0,1043,0,19723
1,19,2383,1159,2124,812,607,0,2248,0,523,295,6608
1,20,3913,351,3516,147,601,0,775,0,1847,0,6886
1,21,265,0,265,0,0,0,1560,0,0,0,1825
1,22,444,103,396,47,103,0,1952,0,147,0,2646
1,23,283,115,283,115,0,0,412,0,0,0,810
1,24,547,0,0,547,0,0,333,148,0,0,1028
1,25,193,122,193,71,51,0,317,0,0,0,632
1,26,50,0,50,0,0,0,45,0,0,0,95
1,27,577,24,206,48,347,0,43,0,0,0,644
1,28,95,0,0,95,0,0,0,0,0,0,95
1,29,310,0,238,72,0,0,0,0,74,0,384
1,30,1042,144,1042,144,0,0,134,0,114,0,1434
1,31,68,68,0,0,137,0,205,0,0,0,341
1,32,696,0,334,363,0,0,852,0,0,0,1548
1,33,930,41,716,255,0,0,1093,0,149,0,2213
1,34,3466,459,2065,1529,330,0,1155,0,36,620,5736
2,1,43475,11582,30200,13441,11416,0,63828,8105,25515,3722,156227
2,2,98181,76718,61484,39568,73847,1379,24377,6729,99820,4739,311943
2,3,31304,11366,24536,11860,6274,0,9514,1706,5960,1927,61777
2,4,15376,7242,6578,10863,5177,0,2826,0,842,199,26485
2,5,12497,3088,10407,2640,2539,0,60,0,74,363,16082
2,6,3713,499,3264,726,222,0,461,0,0,0,4673
2,7,4248,385,3522,1093,17,0,661,166,0,0,5460
2,8,3612,236,2935,95,818,0,445,0,56,0,4349
2,9,1654,270,1187,516,220,0,818,0,0,0,2742
2,10,1505,0,1106,250,149,0,464,0,0,0,1969
2,11,474,112,344,241,0,0,0,99,0,0,685
2,12,1533,0,471,457,605,0,41,0,0,0,1574
2,13,663,331,663,0,331,0,0,0,0,0,994
2,15,710,116,664,0,162,0,421,0,0,0,1247
2,16,195,0,195,0,0,0,0,0,0,0,195
2,17,1800,61,1800,61,0,0,0,0,0,0,1861
2,18,8977,563,8201,979,360,0,3303,0,99,35,12977
2,19,2933,858,2744,271,776,0,2334,186,51,0,6362
2,20,1257,572,936,230,663,0,67,0,0,0,1896
2,21,1566,0,1566,0,0,0,110,0,0,0,1676
2,22,1123,0,1123,0,0,0,490,0,0,0,1613
2,23,786,0,786,0,0,0,0,0,0,0,786
2,24,122,0,122,0,0,0,0,0,0,0,122
2,25,536,0,536,0,0,0,0,0,0,0,536
2,26,166,764,81,170,679,0,0,0,0,0,930
2,27,879,0,879,0,0,0,0,0,0,0,879
2,28,0,177,0,177,0,0,0,0,0,0,177
2,29,506,76,376,76,130,0,0,0,0,0,582
2,30,192,68,123,68,68,0,0,0,0,0,260
2,31,130,130,0,260,0,0,0,0,0,0,260
2,32,558,0,558,0,0,0,0,0,0,0,558
2,33,5859,222,4457,530,1094,0,431,0,0,0,6512
2,34,5837,898,5078,1348,308,0,322,74,0,217,7348
3,1,42288,18738,31391,17834,11801,0,72132,6801,11028,1649,152636
3,2,30617,13508,19516,11233,13376,5261,10112,1295,8418,1609,70820
3,3,101448,63366,68613,48376,47824,12470,37521,7938,105062,6361,334166
3,4,18137,14079,10977,13242,7997,0,10373,295,3822,463,47169
3,5,41535,13632,29536,18594,7037,0,4251,120,10902,687,71127
3,6,13687,971,12062,2287,309,0,786,0,178,0,15622
3,7,4246,438,4027,292,364,0,378,0,0,0,5062
3,8,3788,609,3519,878,0,0,222,0,0,0,4619
3,9,3079,526,2438,677,490,0,339,0,0,0,3944
3,10,504,111,282,0,333,0,176,0,0,0,791
3,11,1331,302,1070,261,302,0,167,0,0,0,1800
3,12,372,167,248,124,167,0,0,0,0,0,539
3,13,442,273,334,59,322,0,0,0,0,0,715
3,14,28,0,28,0,0,0,0,0,0,0,28
3,15,454,0,318,58,78,0,501,0,0,0,955
3,16,271,0,271,0,0,0,0,0,0,0,271
3,17,535,0,483,0,52,0,250,0,0,0,785
3,18,7944,3463,5300,1450,4655,0,4706,0,122,0,16235
3,19,4863,2046,4471,1492,946,0,2290,0,122,530,9851
3,20,503,618,359,441,321,0,67,0,415,0,1603
3,21,1408,0,1408,0,0,0,329,0,0,0,1737
3,22,172,0,172,0,0,0,895,0,0,0,1067
3,23,754,0,658,96,0,0,193,0,0,0,947
3,24,357,0,357,0,0,0,128,0,0,0,485
3,25,222,899,149,344,627,0,152,0,145,0,1418
3,26,272,184,38,418,0,0,0,0,0,0,456
3,27,66,0,0,66,0,0,0,143,0,143,352
3,29,350,0,304,0,46,0,0,0,0,0,350
3,30,239,123,198,164,0,0,0,0,0,0,362
3,31,0,46,0,0,46,0,0,0,0,0,46
3,32,150,0,150,0,0,0,0,0,0,0,150
3,33,3079,591,1889,191,1589,0,118,0,0,0,3788
3,34,2494,1090,1878,805,901,0,48,0,93,0,3725
4,1,12178,4851,7177,5792,4061,0,32621,1206,3162,131,54149
4,2,28358,22940,15285,13265,22748,0,4982,433,1188,369,58270
4,3,27856,7221,19140,12157,3779,0,11188,1953,6639,48,54905
4,4,53435,58001,27194,38281,45961,0,5589,1807,30308,574,149714
4,5,17611,5079,8503,8943,5245,0,943,0,447,447,24527
4,6,4167,3003,1241,10,5918,0,0,0,0,0,7170
4,7,2891,229,2618,387,114,0,0,0,0,0,3120
4,8,2933,39,949,1945,78,0,0,0,0,0,2972
4,9,3503,1501,2753,2251,0,0,1360,0,0,0,6364
4,10,124,0,92,32,0,0,0,0,0,0,124
4,11,2117,223,1894,446,0,0,0,0,192,0,2532
4,12,158,0,158,0,0,0,0,0,0,0,158
4,14,88,0,44,0,44,0,0,0,0,0,88
4,15,835,0,835,0,0,0,0,0,0,0,835
4,16,105,0,105,0,0,0,118,0,0,0,223
4,17,454,409,45,0,818,0,46,0,0,0,909
4,18,2857,608,2857,0,608,0,3896,0,0,0,7361
4,19,195,121,74,242,0,0,800,0,0,0,1116
4,20,418,0,418,0,0,0,0,0,0,0,418
4,21,291,0,291,0,0,0,0,0,0,0,291
4,22,352,39,352,39,0,0,223,0,0,0,614
4,23,44,0,44,0,0,0,52,0,0,0,96
4,25,168,0,168,0,0,0,0,0,0,0,168
4,28,84,0,84,0,0,0,0,0,0,0,84
4,29,45,0,45,0,0,0,0,0,0,0,45
4,30,178,0,178,0,0,0,0,0,0,0,178
4,31,523,589,0,66,1046,0,0,0,0,0,1112
4,32,0,89,0,89,0,0,0,0,0,0,89
4,33,1124,241,1124,241,0,0,0,0,0,0,1365
4,34,1220,255,1010,465,0,0,0,0,0,0,1475
5,1,16378,3225,12525,4183,2896,0,20767,0,359,562,41291
5,2,14200,5827,8443,5447,6137,0,3575,0,281,116,23999
5,3,43972,23472,30260,11617,25566,0,5365,0,897,0,73706
5,4,10013,6167,5509,5677,4995,0,2030,0,0,0,18210
5,5,280347,140099,174836,137037,108573,394,12536,5110,77137,9118,524741
5,6,38590,16112,29193,12770,12740,0,1334,56,754,913,57759
5,7,19746,5028,13303,9948,1522,333,1094,0,0,0,26201
5,8,7896,1824,6823,1281,1616,0,766,0,63,141,10690
5,9,5979,1295,3879,1234,2161,0,298,0,30,0,7602
5,10,1427,405,966,710,156,0,0,0,0,0,1832
5,11,1222,0,1222,0,0,0,928,0,0,0,2150
5,12,512,0,512,0,0,0,0,0,0,0,512
5,13,548,380,548,380,0,0,0,0,0,0,928
5,14,83,105,30,0,157,0,0,0,0,0,188
5,15,2686,404,2227,661,202,0,0,0,0,0,3090
5,16,1859,1265,1257,47,1820,0,0,0,0,0,3124
5,17,3417,206,1912,773,939,0,0,0,0,0,3623
5,18,2109,601,1541,673,497,0,1050,0,53,0,3813
5,19,1004,458,683,620,160,0,252,0,0,0,1714
5,20,1058,67,1058,67,0,0,0,0,0,0,1125
5,21,710,92,653,57,92,0,0,0,0,0,802
5,22,1784,40,1744,0,79,0,0,0,0,0,1824
5,23,507,0,360,147,0,0,0,0,0,0,507
5,24,81,0,81,0,0,0,1198,0,0,0,1279
5,25,129,52,83,99,0,0,0,0,0,0,181
5,26,672,273,399,78,467,0,0,0,0,0,945
5,27,471,0,98,373,0,0,0,0,0,0,471
5,29,26,93,26,0,93,0,0,0,0,0,119
5,32,59,0,59,0,0,0,0,0,0,0,59
5,33,545,0,545,0,0,0,0,0,0,0,545
5,34,762,39,511,289,0,0,155,39,64,0,1059
6,1,7841,1659,6117,2898,486,0,5277,0,210,55,15042
6,2,3540,493,2829,685,519,0,698,0,162,0,4893
6,3,8185,1383,6540,1935,1093,0,153,0,322,0,10043
6,4,2073,253,1646,281,399,0,0,0,93,0,2419
6,5,36874,9829,28592,10650,7459,0,1166,0,477,1029,49375
6,6,226009,123627,146999,91068,111569,2825,7534,4081,36043,2882,403001
6,7,57230,11126,46208,13448,8700,0,1437,152,700,61,70706
6,8,13947,2585,11145,3433,1954,0,2121,189,50,0,18892
6,9,9763,1793,8029,2416,1110,0,862,68,93,0,12579
6,10,2529,505,1725,1058,250,0,0,0,53,0,3087
6,11,2746,523,2178,690,401,0,139,0,0,0,3408
6,12,1749,47,1586,210,0,0,0,0,0,0,1796
6,13,1225,0,1225,0,0,0,0,0,0,0,1225
6,14,122,0,122,0,0,0,0,0,0,0,122
6,15,959,113,862,210,0,0,0,0,0,0,1072
6,16,3892,981,2699,1705,470,0,0,0,0,8,4881
6,17,3569,643,3300,602,310,0,1330,0,0,0,5542
6,18,3543,203,3280,270,195,0,721,0,0,0,4467
6,19,2020,288,1708,315,285,0,30,0,0,85,2423
6,20,171,0,171,0,0,0,0,0,0,0,171
6,21,664,91,573,182,0,0,0,0,0,0,755
6,22,293,0,293,0,0,0,0,0,0,0,293
6,23,581,0,384,197,0,0,0,0,0,0,581
6,24,271,0,271,0,0,0,0,0,0,0,271
6,25,103,0,0,0,103,0,0,0,0,0,103
6,26,248,229,191,0,286,0,0,0,0,0,477
6,27,45,0,0,45,0,0,0,0,0,0,45
6,28,0,487,0,487,0,0,0,0,0,0,487
6,29,0,78,0,0,78,0,0,0,0,0,78
6,31,430,0,430,0,0,0,0,0,0,0,430
6,33,47,0,0,47,0,0,0,0,85,0,132
6,34,122,0,122,0,0,0,258,0,0,0,380
7,1,4300,219,3638,431,450,0,3946,0,117,0,8582
7,2,2296,404,2111,198,391,0,0,166,44,0,2910
7,3,1369,542,863,686,363,0,15,0,0,0,1926
7,4,1540,463,1366,637,0,0,0,0,0,0,2003
7,5,12347,3113,9332,2474,3654,0,263,91,0,207,16021
7,6,37954,11682,30125,9947,9565,0,1689,372,564,152,52413
7,7,248046,96753,173695,100534,70569,14753,11973,19774,57569,3139,452007
7,8,55990,11784,43559,15522,8692,178,1424,8408,1428,496,79708
7,9,18363,3069,15294,3766,2372,0,898,62,80,0,22472
7,10,6096,525,5417,1143,61,0,0,0,0,70,6691
7,11,3384,373,3109,320,328,0,338,0,51,0,4146
7,12,2720,0,2481,45,193,0,0,0,0,0,2720
7,13,438,0,337,101,0,0,0,0,0,0,438
7,14,231,35,231,0,35,0,0,0,0,27,293
7,15,281,0,120,161,0,0,0,0,0,0,281
7,16,6216,2407,5692,1751,1180,0,0,0,0,0,8623
7,17,2421,136,1960,597,0,0,0,0,0,0,2557
7,18,1789,0,1666,77,45,0,0,33,0,0,1822
7,19,2484,148,2484,0,148,0,52,0,0,85,2769
7,20,417,437,271,0,582,0,0,0,0,0,854
7,21,37,0,37,0,0,0,0,0,0,0,37
7,22,327,86,327,0,86,0,0,0,0,0,413
7,23,149,0,149,0,0,0,0,0,0,0,149
7,24,68,0,68,0,0,0,0,0,0,0,68
7,25,190,88,102,88,88,0,0,0,0,0,278
7,26,51,0,0,51,0,0,0,0,0,0,51
7,28,95,0,95,0,0,0,0,0,0,0,95
7,29,0,350,0,202,148,0,0,0,0,0,350
7,30,194,0,96,98,0,0,0,0,0,0,194
7,31,44,0,44,0,0,0,0,0,0,0,44
7,33,3792,195,3475,512,0,0,0,0,0,0,3987
7,34,54,0,54,0,0,0,0,0,0,0,54
8,1,2434,613,1132,1210,706,0,3873,0,0,124,7044
8,2,1539,789,985,962,382,0,123,31,56,0,2538
8,3,1748,231,1404,465,111,0,375,0,0,0,2354
8,4,513,71,319,227,39,0,0,0,0,0,584
8,5,2131,616,1676,312,760,0,315,0,63,0,3125
8,6,5954,2091,4856,1271,1918,0,588,59,0,0,8692
8,7,30944,7564,23695,7669,7143,0,1126,3446,165,294,43539
8,8,238423,99007,174425,86201,76803,691,2941,20346,52776,2526,416710
8,9,73495,15469,61640,15644,11679,111,895,1215,1508,79,92772
8,10,17824,8427,12943,4253,9054,0,316,0,0,0,26567
8,11,6597,2025,5041,1751,1831,0,430,0,220,0,9272
8,12,5833,1364,3287,2224,1686,0,0,0,0,0,7197
8,13,1431,1833,923,991,1351,0,158,0,0,0,3422
8,14,336,463,188,297,315,0,0,0,0,0,799
8,15,496,92,457,92,39,0,0,0,0,0,588
8,16,6261,572,4095,2446,292,0,160,0,0,0,6993
8,17,404,0,225,180,0,0,0,0,0,65,469
8,18,1317,2242,710,468,2382,0,0,33,0,0,3592
8,19,205,0,165,0,39,0,0,0,0,0,205
8,20,210,874,85,999,0,0,0,0,0,0,1084
8,21,528,0,427,0,101,0,0,0,0,0,528
8,22,63,0,31,31,0,0,0,0,0,0,63
8,23,105,0,105,0,0,0,0,0,0,0,105
8,24,0,0,0,0,0,0,0,0,89,0,89
8,25,182,0,182,0,0,0,0,0,0,0,182
8,26,448,448,0,896,0,0,0,0,0,0,896
8,28,0,78,0,78,0,0,0,0,0,0,78
8,29,198,40,159,0,79,0,0,0,0,0,238
8,30,51,0,51,0,0,0,0,0,0,0,51
8,31,280,0,280,0,0,0,0,0,0,0,280
8,32,79,0,79,0,0,0,0,0,0,0,79
8,34,41,73,0,41,73,0,0,0,0,0,114
9,1,820,167,477,316,194,0,1966,0,0,0,2953
9,2,549,133,406,206,70,0,95,0,0,0,777
9,3,634,115,511,123,115,0,119,0,0,0,868
9,4,379,172,225,68,258,0,0,0,0,0,551
9,5,1438,116,976,181,397,0,1214,37,0,165,2970
9,6,5372,627,4606,800,593,0,93,0,0,0,6092
9,7,11529,3297,10121,2191,2514,0,429,0,0,34,15289
9,8,60571,16712,44348,19719,13217,0,2512,418,1656,134,82003
9,9,299629,94816,224709,91296,78440,322,2803,10219,47120,1262,456171
9,10,59394,26128,43606,22093,19823,187,2320,219,1139,2314,91701
9,11,36793,6893,28858,9799,5029,0,2673,327,144,177,47007
9,12,31253,7745,23415,10275,5307,0,0,195,7026,3114,49333
